Timestamp,Alpha,Beta,Gamma,Delta,Theta
6293.8,17362,7349.3,856.3,2.4279e+05,36678
6294.1,14527,6506.2,766.69,2.3811e+05,33406
6294.4,11507,5659.5,676.79,2.3253e+05,29942
6294.7,9127.1,5047.4,607.05,2.2752e+05,27437
6295,7213.8,4522.6,550.8,2.2139e+05,25388
6295.3,5299,3938.2,489.32,2.1142e+05,22875
6295.6,4049.5,3456.3,444.2,1.9382e+05,21061
6295.9,3003.3,2933.1,395.3,1.7307e+05,18664
6296.2,2369.4,2498.7,354.76,1.54e+05,16491
6296.5,1943.2,2103.4,315.24,1.3205e+05,14409
6296.8,1594.4,1680.3,264.05,1.0877e+05,11776
6297.1,1403.4,1378,228.02,92163,9870.8
6297.4,1244.4,1097.4,192.4,76850,8040.6
6297.7,1138,922.27,167.87,68770,6814.7
6298,1056.2,790.31,145.16,62255,5902.2
6298.3,981.95,702.74,128.05,58311,5306.4
6298.6,910.08,638.51,113.31,55798,4898.3
6298.9,829.7,575.72,99.08,52438,4516.5
6299.2,725.14,496.63,83.313,48798,4118.4
6299.5,632.04,421.92,70.585,41278,3835.9
6299.8,535.23,344.16,57.377,33488,3521
6300.1,474.73,285.38,47.836,26561,3353.1
6300.4,430.11,234.48,39.358,20359,3261.6
6300.7,412.78,207.35,34.451,16265,3240.6
6301,407.2,191.2,31.255,12763,3240.3
6301.3,404.54,182.02,28.898,10457,3208.7
6301.6,394.65,176.35,27.47,9639.5,3053.4
6301.9,368.39,167.23,26.717,10447,2819.7
6302.2,335.95,156.79,25.974,8446.6,2522.2
6302.5,295.27,143.52,25.428,7576.5,2177.8
6302.8,245.02,127.94,25.771,6947,1771.6
6303.1,203.83,114.93,26.621,6405.5,1472.3
6303.4,165.83,103.6,28.253,5912.5,1200.4
6303.7,143.58,97.444,29.904,5531.1,1048.3
6304,129.49,94.185,31.472,5261.2,957.98
6304.3,122.19,92.918,32.564,5046.7,909.12
6304.6,117.45,92.398,32.859,4850.9,872.1
6304.9,112.52,90.995,31.94,4389.3,824.86
6305.2,107.06,88.442,30.158,4057.8,776.93
6305.5,98.622,84.268,27.753,3650.5,708.18
6305.8,87.879,78.125,24.454,3125.2,617.2
6306.1,78.109,72.208,21.565,2666.6,533.39
6306.4,66.893,65.37,18.44,2132.4,435.48
6306.7,61.799,63.277,16.592,1737.8,361.03
6307,57.205,61.151,15.229,1325.5,295.68
6307.3,58.889,65.526,14.804,1001.1,238.26
6307.6,70.407,78.572,16.082,822.4,214.52
6307.9,94.976,103.18,19.066,779.4,214.87
6308.2,141.64,148.38,25.154,848.8,261.11
6308.5,196.17,200.3,32.419,1034.2,335.69
6308.8,248.94,249.99,39.336,1259.4,414.21
6309.1,338.72,332.19,51.084,1724.7,560.61
6309.4,409.09,394.71,60.19,2147.2,680.83
6309.7,452.88,432.06,65.627,2434.9,759.7
6310,474.17,448.53,68.076,2671.6,806.48
6310.3,468.89,439,66.746,2738.5,815.47
6310.6,440.01,407.43,62.082,2698.4,789.09
6310.9,382.83,349.89,53.633,2618.9,735.96
6311.2,322.02,290.61,44.909,2493.5,681.51
6311.5,259.81,230.45,36.083,2344.2,641.45
6311.8,195.53,167.61,27.058,2296.8,621.53
6312.1,152.49,124.85,21.167,2325.8,638.18
6312.4,118.91,90.597,16.883,2511.1,693.23
6312.7,103.29,73.2,15.248,2742.6,760.74
6313,96.326,64.286,15.027,2983.3,833.39
6313.3,94.171,60.431,15.817,3245.9,904.8
6313.6,90.896,57.188,16.474,3389.4,940.4
6313.9,89.22,58.006,17.662,3333.8,946.25
6314.2,86.916,59.266,18.556,3128.8,920.17
6314.5,82.521,60.911,19.194,2946,872.69
6314.8,76.931,63.722,19.791,2713.6,800.28
6315.1,72.078,67.104,20.226,2658.8,737.92
6315.4,68.544,72.789,20.754,2554.7,680.57
6315.7,65.616,79.251,21.112,2667,646.14
6316,65.358,87.387,21.534,2887.1,634.23
6316.3,66.631,98.457,21.935,3272.6,648.73
6316.6,70.597,108.25,22.243,3678,678.69
6316.9,76.93,119.79,22.883,4136.3,738.11
6317.2,83.953,128.87,23.501,4499.1,800.81
6317.5,102.17,143.46,26.233,4798,898.74
6317.8,115.14,169.45,39.479,5295.3,1101
6318.1,134.7,203.46,57.785,5461.9,1338.9
6318.4,178.97,301.72,107.99,5714.3,1843.8
6318.7,244.24,462.71,187.19,5904.1,2571.7
6319,343.89,723.48,315.1,6437.4,3673.1
6319.3,513.06,1180.9,533.25,7600.7,5476.1
6319.6,774.66,1758.1,779.07,10354,7635.2
6319.9,1160.3,2570.8,1110.3,23292,10533
6320.2,1647.6,3406.3,1413.9,28115,13424
6320.5,2353.4,4370.9,1703.3,28071,16835
6320.8,3560.1,5669.6,1999.2,42359,21633
6321.1,4947.1,6875.9,2188.8,58429,26422
6321.4,6947.5,8333.2,2322.8,80288,32715
6321.7,8876.2,9568.4,2359.1,1.0412e+05,38500
6322,10836,10699,2332,1.4254e+05,44009
6322.3,12781,11734,2227.9,1.9401e+05,49507
6322.6,14098,12311,2096.3,2.4763e+05,52921
6322.9,14984,12541,1912,3.1004e+05,54880
6323.2,15202,12339,1742,3.5595e+05,54683
6323.5,14928,11797,1566.6,3.8742e+05,52836
6323.8,14106,10819,1364.7,4.0177e+05,48899
6324.1,13167,9781,1195.1,3.9507e+05,44513
6324.4,11868,8476.8,1007.5,3.6769e+05,38738
6324.7,10809,7355.7,858.1,3.4065e+05,33760
6325,9722.8,6338,731.82,3.1881e+05,29041
6325.3,8572.8,5295.9,610.47,2.8913e+05,24120
6325.6,7531.4,4539,530.99,2.5546e+05,20305
6325.9,6355,3792,461.55,2.0301e+05,16329
6326.2,5343.9,3247.5,418.93,1.5556e+05,13250
6326.5,4291.2,2752.3,383.07,1.1611e+05,10378
6326.8,3142.3,2261.3,351.83,1.0953e+05,7475.1
6327.1,2373.4,1908.3,320.94,1.1799e+05,5614.6
6327.4,1718.4,1584.7,291.81,1.1961e+05,4108.3
6327.7,1315.7,1340.8,262.02,1.3791e+05,3320.6
6328,1086.8,1164.6,235.11,1.4165e+05,2890.2
6328.3,918.23,999.91,203.14,1.3072e+05,2626.5
6328.6,821.94,877.84,173.82,1.1722e+05,2512.1
6328.9,736.36,755.38,143.24,1.077e+05,2543
6329.2,643.12,662.39,116.41,1.0111e+05,2367.3
6329.5,566.05,588.2,94.833,93774,2302.2
6329.8,480.88,519.5,74.661,81674,2192.8
6330.1,416,477.54,62.233,69975,2080
6330.4,357.31,440.85,52.534,53194,1937.7
6330.7,320.87,416.24,47.67,36768,1806.3
6331,293.78,394.55,44.767,23484,1654.7
6331.3,279.57,374.78,43.998,13646,1530.4
6331.6,275.02,348.02,43.335,11031,1431.3
6331.9,277.89,326.49,42.218,11464,1368.5
6332.2,292.07,316.22,42.545,10043,1396.8
6332.5,313.98,316.43,42.972,8122.4,1499.6
6332.8,333.69,323.17,42.644,7488.8,1660.6
6333.1,353.32,338.71,42.384,7934.3,1827.3
6333.4,370.77,361.79,41.986,8670.3,2019.3
6333.7,378.2,381.57,41.466,9102.8,2157.6
6334,377.38,396.52,40.759,9481,2252.3
6334.3,363.53,404.51,39.885,9731.9,2319.3
6334.6,344.64,401.96,39.026,9736.7,2314.4
6334.9,315.64,386.86,37.913,9533.1,2253.1
6335.2,290.11,367.49,37.692,9289.6,2157.5
6335.5,257.85,337.86,35.375,10728,2035.6
6335.8,229.94,303.53,34.188,9548.7,1887.8
6336.1,207.14,274.32,33.208,10086,1773.9
6336.4,198.43,249.27,33.4,13592,1705.7
6336.7,219.31,241.68,36.555,19786,1766.2
6337,235.94,238.32,40.526,29427,1799.1
6337.3,292.25,260.05,50.863,41508,2028.2
6337.6,365.1,300.56,66.322,52736,2362.2
6337.9,475.26,371.24,90.792,65451,2860.1
6338.2,642.42,488.86,133.15,78709,3570.9
6338.5,834.67,631.06,186.02,88236,4331.1
6338.8,1098.1,840.06,265.27,95738,5284.2
6339.1,1347.7,1047.9,345.46,98276,6084.7
6339.4,1626,1305.7,444.7,95174,6886.9
6339.7,1835.3,1521.3,527.46,87104,7379.5
6340,1992.2,1710.3,597.48,74481,7629.1
6340.3,2083.3,1858.9,651.28,60112,7617.2
6340.6,2091.6,1968.8,689.74,44985,7283.9
6340.9,2017.3,2000.7,699.41,32058,6684.1
6341.2,1901,1974.4,689.74,24160,6046
6341.5,1766.5,1910.6,669.34,18823,5356.6
6341.8,1611.4,1816.7,641.78,15485,4610.1
6342.1,1500.9,1732.9,622.3,14231,4055.9
6342.4,1425.7,1668.6,610.75,6100.2,3543.2
6342.7,1401.5,1641.1,612.07,4338.5,3261.3
6343,1421.3,1655.6,623.67,3929.9,3114.2
6343.3,1479.5,1706.3,645.6,4041.1,3133.2
6343.6,1551.2,1773.6,665.67,4763.6,3285.6
6343.9,1634.9,1847.7,680.42,5649.9,3656
6344.2,1708.5,1896.5,685.54,6931.3,4108.7
6344.5,1769.4,1919.5,682.14,8315.9,4623.6
6344.8,1814.4,1906.8,669.49,9517.6,5146.3
6345.1,1825.9,1845.3,644.95,10757,5663.3
6345.4,1796.5,1755.2,616.84,11556,5943.6
6345.7,1728.2,1638.4,584.26,11966,6034.5
6346,1600.9,1481,542.69,11887,5848
6346.3,1430.2,1311.8,496.87,11246,5389.7
6346.6,1266.5,1168.4,456.18,10438,4827
6346.9,1070,1010.1,407.14,9333.1,4073.4
6347.2,934.88,905.2,370.21,8398.7,3514.9
6347.5,764.57,771.92,318.02,7430.7,2787.8
6347.8,624.37,653.25,265.67,6529.1,2175.2
6348.1,530.38,561.42,223.44,6093.6,1773.3
6348.4,445.62,467.15,177.03,5811.6,1433.8
6348.7,387.99,395.36,142.48,5549.6,1233.9
6349,344.37,337.51,114.03,5280.9,1121.6
6349.3,302.57,284.22,87.925,4882.7,1054.2
6349.6,267.89,249.44,71.308,4471.5,1028.7
6349.9,241.99,222.08,58.646,4241.3,1037.8
6350.2,216.77,197.96,47.611,3943.2,1064.7
6350.5,200.49,182.68,40.582,3741.1,1094.1
6350.8,186.83,168.87,34.357,3686.7,1126.7
6351.1,179.45,158.71,30.002,3679.9,1143.3
6351.4,174.54,150.43,26.584,3753.9,1138.6
6351.7,171.68,142.75,24.12,3766.8,1106.1
6352,170.91,135.79,22.925,3612.3,1053
6352.3,168.69,126.56,21.906,3424.5,960.54
6352.6,166.06,117.53,21.378,3280.2,868.65
6352.9,162.28,107.06,20.655,3099.3,769.6
6353.2,157.81,95.508,20.392,2840.8,655.57
6353.5,151.11,85.579,19.946,2598.4,566.34
6353.8,141.53,75.534,19.407,2355.8,472.97
6354.1,130.13,66.613,18.693,2048.1,400.59
6354.5,117.22,59.901,17.943,1743.8,337.46
6354.7,106.27,55.95,17.371,1563.4,299.58
6355,94.721,53.338,16.818,1476.9,277.9
6355.3,83.764,52.747,16.306,1305.5,273.69
6355.6,76.931,53.737,16.131,1253.6,288.91
6355.9,70.932,56.292,15.697,1412,331.97
6356.2,68.935,59.694,15.65,1511.4,393.35
6356.5,71.922,63.331,15.489,1603.7,473.27
6356.8,81.745,67.102,15.361,1834.9,568.17
6357.1,102.96,72.601,15.695,2117.8,689.5
6357.4,131.53,78.27,16.335,2473.8,801.44
6357.7,175.56,92.216,19.011,2953.9,938.09
6358,230.89,116.62,24.936,3619.2,1081
6358.3,283.45,157.92,35.333,4475.2,1222.5
6358.6,341.38,221.82,51.648,4548,1402.8
6358.9,407.49,336.91,79.882,6188.5,1667.1
6359.2,466.03,467.36,112.04,9145.2,1936.5
6359.5,525.58,630.85,151.18,10273,2254.1
6359.8,586.53,841.47,201.25,15524,2649.6
6360.1,637.39,1023.7,244.29,17293,2971.7
6360.4,691.86,1214.8,292.98,21784,3275.9
6360.7,721.75,1342,324.24,27974,3461.7
6361,740.96,1423.3,347.88,35147,3561.7
6361.3,751.41,1462.3,366.11,43866,3560.3
6361.6,752.18,1461.2,375.42,50399,3487.8
6361.9,750.42,1435.7,381.5,57251,3360.4
6362.2,749.4,1414.4,385.38,60507,3258
6362.5,752.07,1390.7,389.59,61541,3121.1
6362.8,755.05,1378.1,392.31,60402,2998.3
6363.1,756.24,1367.9,390.85,57617,2892.5
6363.4,747.28,1341.8,380.06,52438,2749.2
6363.7,724.08,1293.7,361.88,46565,2584.5
6364,682.49,1207.8,332.36,40204,2367.5
6364.3,608.96,1064.5,286.33,32047,2044.6
6364.6,541.79,931.77,247.83,26003,1774.4
6364.9,420.42,700.98,183.42,17190,1328.7
6365.2,326.83,530.29,137.49,11679,1024
6365.5,242.83,374.97,96.638,8790.4,757.26
6365.8,162.19,233.57,60.506,6297.8,559.69
6366.1,119.95,162.02,42.728,4267.5,510.52
6366.4,74.826,89.021,24.764,3682.5,527.88
6366.7,62.748,70.389,20.478,3246.8,596.1
6367,49.019,53.851,16.539,3076.8,813.17
6367.3,48.04,50.131,14.462,3170.5,946.32
6367.6,44.794,45.668,12.64,3446.1,1265.4
6367.9,47.768,46.83,11.973,3590.9,1458.7
6368.2,52.072,47.554,11.259,3598.6,1603.2
6368.5,56.813,47.152,10.011,3520.9,1693.7
6368.8,60.761,46.005,9.03,3306.8,1689.3
6369.1,62.971,44.272,8.1648,3068.9,1612.3
6369.4,63.224,42.184,7.469,2779.6,1478.8
6369.7,61.479,39.84,7.0524,2427.7,1271
6370,57.975,37.897,6.8587,2111.8,1077.7
6370.3,53.448,36.454,6.7476,1813,877.3
6370.6,47.53,35.753,6.9636,1475.3,664.03
6370.9,41.532,35.769,7.2748,1209.8,484.01
6371.2,36.812,36.376,7.6039,1022.7,357.96
6371.5,33.453,37.357,7.9042,906.01,258.04
6371.8,30.898,38.303,8.3455,865.49,184.51
6372.1,29.84,40.084,9.1047,888.2,126.55
6372.4,30.567,41.316,9.7054,985.25,97.869
6372.7,32.71,42.753,10.356,1132.2,76.078
6373,37.092,43.367,11.011,1217.1,64.789
6373.3,41.901,43.807,11.376,1282.7,59.814
6373.6,48.239,44.001,11.729,1339,56.449
6373.9,56.584,44.309,12.121,1524.3,55.886
6374.2,63.777,44.582,12.405,1578.8,54.718
6374.5,70.685,45.643,12.968,1638.5,57.585
6374.8,77.251,46.924,13.783,1769.2,64.707
6375.1,80.833,48.493,14.661,1909,75.44
6375.4,82.35,50.54,15.754,2106.4,89.539
6375.7,81.48,52.009,16.813,2411.7,108.51
6376,78.696,53.262,17.485,2663.9,125.08
6376.3,73.678,52.887,17.738,2853.9,142.37
6376.6,68.962,51.748,17.259,2946.3,151.97
6376.9,64.076,48.852,16.281,2909.2,156.64
6377.2,60.625,45.556,14.606,2582.4,151.36
6377.5,59.059,41.842,12.72,2253.2,140.45
6377.8,59.401,36.96,10.674,1843.5,122.06
6378.1,61.661,33.215,8.9002,1437.1,102.85
6378.4,65.918,29,7.449,1004.8,80.926
6378.7,70.056,25.879,6.3983,744.58,62.787
6379,75.092,23.097,5.6283,540.43,45.899
6379.3,78.603,20.969,5.2127,387.23,35.772
6379.6,81.014,19.466,5.2052,241.27,30.808
6379.9,81.774,18.229,4.8332,222.12,27.499
6380.2,81.039,17.419,4.7857,283.49,27.933
6380.5,78.11,17.118,4.7136,423.31,34.138
6380.8,74.479,17.222,4.6796,509.61,42.187
6381.1,70.289,17.567,4.7553,687.53,53.21
6381.4,65.338,18.615,4.9638,765.84,68.157
6381.7,61.186,19.342,5.0749,839.92,82.122
6382,57.29,20.01,5.2673,923.35,96.063
6382.3,53.209,21.089,5.5537,1037.9,111.49
6382.6,49.84,21.449,5.8465,1122.7,122.47
6382.9,46.406,22.016,6.2658,1193.3,131.79
6383.2,44.249,22.291,6.6799,1232.2,136.14
6383.5,42.813,22.38,7.0763,1244.4,136.88
6383.8,42.231,22.628,7.5164,1199.4,133.49
6384.1,42.668,22.567,7.8728,1148.7,126.69
6384.4,44.947,22.627,8.1265,1052.6,115.78
6384.7,47.788,22.128,8.171,977.08,104.31
6385,51.612,21.961,8.1932,900.47,92.035
6385.3,56.741,21.868,7.9302,820.22,78.438
6385.6,61.136,21.577,7.6541,715.07,69.302
6385.9,65.497,21.36,7.1827,643.72,64.841
6386.2,67.946,21.501,6.6809,708.82,66.053
6386.5,69.135,21.231,6.2573,714.77,72.52
6386.8,68.688,21.035,5.8536,791.91,83.65
6387.1,66.274,20.819,5.4827,928.55,100.12
6387.4,62.803,20.307,5.2793,1078.1,114.48
6387.7,57.274,19.585,5.0806,1257.8,128.16
6388,51.385,18.79,5.3836,1537.3,134.5
6388.3,46.447,18.042,5.06,1803.4,135.19
6388.6,42.797,17.483,4.8779,1828.4,130.08
6388.9,40.661,16.925,4.9473,1731.1,117.73
6389.2,40.691,17.025,4.7488,1665.3,104.62
6389.5,42.738,17.29,4.7724,1575.1,88.753
6389.8,45.618,18.029,4.6838,1521.9,77.144
6390.1,48.247,18.85,4.4022,1495.6,70.399
6390.4,51.968,20.313,4.6158,1702.5,67.198
6390.7,53.643,21.539,4.4888,1689.6,70.343
6391,53.809,22.838,4.3929,1704.2,77.567
6391.3,51.934,23.851,4.6427,1731.5,90.295
6391.6,48.958,24.427,4.6294,1592.7,103.56
6391.9,44.701,24.756,4.8299,1627.1,119.47
6392.2,41,24.78,4.6781,1693,132.83
6392.5,37.211,24.128,4.7949,2001.2,145.41
6392.8,35.427,23.465,4.6985,2056.3,152.66
6393.1,35.313,22.697,4.643,1928.6,155.64
6393.4,37.032,21.78,4.6495,1836.7,153.81
6393.7,40.517,21.307,4.3343,1968.3,151.16
6394,43.838,20.803,4.3667,1975.1,143.61
6394.3,48.85,20.952,4.473,2097.5,142.04
6394.6,52.693,21.553,4.8545,2332.5,152.85
6394.9,56.701,22.472,4.7086,2664.6,184.29
6395.2,61.15,24.001,5.0236,3074.8,260.47
6395.5,67.171,26.358,5.0758,3639.4,415.02
6395.8,74.693,28.765,5.3745,4182.3,625.69
6396.1,85.039,31.531,5.4953,4723.9,910.79
6396.4,100.47,34.992,5.8641,5252.4,1322.3
6396.7,115.99,37.891,5.9399,5581,1712.7
6397,131.23,40.461,5.8588,5816.3,2089.1
6397.3,146.7,42.5,6.0336,5575.5,2454.1
6397.6,154.85,43.264,5.7552,5164.5,2660
6397.9,157.67,43.264,5.4539,4684.8,2734.1
6398.2,152.29,41.775,5.644,4093,2648.9
6398.5,141.4,39.741,5.9572,3625,2436.3
6398.8,126.29,37.599,6.9857,3298,2130.8
6399.1,105.98,35.825,9.3805,2999.8,1711.4
6399.4,86.149,35.7,13.998,2925.8,1292.3
6399.7,71.999,37.194,19.442,3039.5,973.41
6400,60.982,40.352,26.436,3206.4,718.68
6400.3,54.108,44.771,34.214,3400.6,535.58
6400.6,50.318,50.208,42.389,3428.1,415.16
6400.9,49.075,54.776,48.854,3359,349.76
6401.2,49.624,57.804,52.419,3297.6,321.61
6401.5,50.855,61.971,56.143,2927.1,281.8
6401.8,52.671,62.275,54.434,2566.3,262.94
6402.1,54.224,61.34,51.431,2149.6,253.54
6402.4,56.839,56.864,41.783,1701.2,241.02
6402.7,60.195,53.51,34.32,1424.7,239.56
6403,64.312,50.284,27.005,1242.6,246.89
6403.3,70.629,47.84,20.128,1158.7,270.67
6403.6,76.699,47.249,15.775,1061.6,303.98
6403.9,83.004,48.226,13.125,961.93,352.43
6404.2,89.55,50.646,11.982,979.32,409.85
6404.5,93.682,53.827,11.922,1051.9,461.23
6404.8,95.606,57.625,12.591,1172.5,516.24
6405.1,94.6,60.187,12.757,1247.5,546.8
6405.4,90.427,62.46,13.014,1380.8,568.42
6405.7,85.28,63.035,13.042,1441.3,568.59
6406,79.298,62.655,12.814,1518.5,557.67
6406.3,74.763,61.146,12.634,1575.3,546.13
6406.6,70.859,59.067,12.221,1640,536.79
6406.9,68.795,55.659,11.49,1756.2,534.48
6407.2,68.99,53.791,11.618,1838.9,539.03
6407.5,70.638,51.985,11.794,1918.2,551.4
6407.8,73.125,50.953,12.047,2013.9,568.83
6408.1,75.25,51.209,12.675,2100.6,581.64
6408.4,75.607,52.418,13.624,2174.1,580.39
6408.7,74.298,53.65,14.558,2180.1,568.49
6409,71.243,56.166,15.154,2191.7,531.27
6409.3,66.103,58.333,15.311,2133.5,478.75
6409.6,61.188,59.937,15.152,2055.2,424.28
6409.9,56.852,61.044,14.877,1945.8,368.56
6410.2,52.927,61.347,13.961,1760.8,307.33
6410.5,50.852,60.769,13.127,1615.3,264.59
6410.8,49.843,59.025,12.412,1423.6,233.84
6411.1,50.073,56.172,11.341,1265.6,207.38
6411.4,50.994,52.882,10.81,1140.6,197.36
6411.7,52.573,48.945,10.206,1040.2,194.58
6412,53.634,45.284,9.8859,1085.7,197.49
6412.3,54.822,41.248,9.7219,1237,203.24
6412.6,55.747,38.582,9.4461,1419.8,208.96
6412.9,56.803,36.401,9.5194,1709.2,215.08
6413.2,57.681,35.409,9.6451,1992.9,218.92
6413.5,59.294,35.093,9.4915,2438.9,223.53
6413.8,60.687,35.701,9.7655,2924.5,221.23
6414.1,62.677,37.44,10.088,3473.4,219.53
6414.4,64.82,39.978,11.148,3861.3,217.61
6414.7,66.487,42.666,12.445,4045.9,217.54
6415,68.004,45.631,14.19,4073.2,220.48
6415.3,69.445,49.093,16.325,3893.4,228.06
6415.6,70.202,51.761,18.179,3525.4,238.88
6415.9,70.808,54.381,20.131,3042.8,255.2
6416.2,70.453,55.707,21.087,2528.8,271.28
6416.5,70.057,56.386,21.537,2095.3,286.87
6416.8,69.633,56.485,21.114,1671.8,301.51
6417.1,69.213,56.323,19.945,1381.6,309.58
6417.4,69.129,56.23,18.004,1130.6,312.96
6417.7,68.708,56.447,15.729,960.34,311.29
6418,68.9,57.215,13.757,789.04,299.92
6418.3,68.637,57.881,11.772,748.64,290.56
6418.6,67.564,58.679,9.5486,752.77,279.68
6418.9,65.833,58.998,8.3554,717,270.16
6419.2,63.129,58.432,7.5648,736.44,268.53
6419.5,59.663,57.035,7.3923,782.48,268.46
6419.8,54.853,54.449,7.4938,862.31,270.24
6420.1,50.127,51.318,7.8426,884.12,268.03
6420.4,44.211,47.432,8.196,904.24,266.55
6420.7,39.321,44.263,8.5889,914.95,262.36
6421,34.766,41.647,9.0471,912.87,252.76
6421.3,31.125,40.084,9.4589,901.69,246.1
6421.6,29.371,40.073,10.055,893.62,245.98
6421.9,29.686,41.705,10.831,919.56,261.2
6422.2,32.322,44.425,11.892,981.09,290.75
6422.5,37.176,48.013,13.322,1078.4,334.99
6422.8,45.181,52.727,14.873,1210.1,401.07
6423.1,53.817,57.389,16.582,1329.3,462.46
6423.4,64.659,62.992,18.17,1439.8,527.24
6423.7,73.492,67.725,19.532,1493.8,569.51
6424,80.991,72.181,20.681,1489,587.08
6424.3,87.333,76.594,21.396,1416,578.65
6424.6,89.731,79.247,22.002,1302.3,548.14
6424.9,89.808,80.852,22.594,1161.3,503.88
6425.2,87.967,80.215,22.246,1044,450.3
6425.5,85.426,77.889,21.61,950.97,396.68
6425.8,83.955,73.838,20.725,954.86,364.05
6426.1,83.727,69.272,20.11,1058.9,360.72
6426.4,85.755,63.613,18.883,1302.1,383.56
6426.7,88.231,59.679,18.462,1546.6,417.08
6427,92.058,55.476,17.017,1906.1,474.44
6427.3,95.828,52.02,15.847,2314.8,536.66
6427.6,98.118,49.974,14.41,2694,598.97
6427.9,97.997,49.193,13.457,2926.5,638.36
6428.2,96.206,49.207,12.445,3039.4,657.16
6428.5,90.094,50.068,11.187,3030.1,657.03
6428.8,82.586,51.17,10.109,2859.2,629.15
6429.1,76.477,52.09,9.9807,2647.9,596.29
6429.4,67.966,53.335,9.0718,2296.6,536
6429.7,60.438,54.612,8.5625,1898.9,467.92
6430,55.616,55.798,8.7568,1554.9,409.52
6430.3,52.234,56.975,9.3329,1262.2,354.65
6430.6,49.921,58.31,10.194,1006,300.44
6430.9,49.475,59.676,11.747,831.46,255.04
6431.2,49.578,60.854,13.733,775.13,224.2
6431.5,50.368,62.004,15.829,746.1,204.07
6431.8,51.185,63.149,18.073,751.65,192.06
6432.1,51.794,63.95,20.185,728.79,186.83
6432.4,51.792,64.769,21.513,820.46,190.89
6432.7,51.103,64.731,22.402,882.94,198.1
6433,50.176,64.678,22.598,929.8,209.48
6433.3,49.531,63.673,22.161,1002.2,222.36
6433.6,50.245,63.027,21.58,1050.5,233.72
6433.9,53.397,62.966,20.675,1080.3,247.51
6434.2,58.266,64.969,20.445,1052.4,258.99
6434.5,66.993,70.254,20.866,962.71,273.39
6434.8,75.523,77.131,22.412,880.12,283.07
6435.1,84.816,87.432,25.383,793.45,288.89
6435.4,95.245,103.16,29.807,706.81,293.2
6435.7,102.32,118.61,34.691,626.45,290.93
6436,108.1,138.16,41.093,594.55,284.41
6436.3,110.08,154.3,46.695,578.36,275.92
6436.6,109.88,168.45,51.868,585.41,266.64
6436.9,106.27,180.45,56.405,637.05,258.77
6437.2,101.86,186,58.879,730.92,256.16
6437.5,97.246,186.33,59.854,907.56,257.98
6437.8,89.53,179.76,57.767,1133.3,265.04
6438.1,84.021,169.37,54.732,1332.4,274.42
6438.4,77.8,152.42,48.931,1554.7,285.24
6438.7,72.555,135.34,43.186,1697,291.05
6439,66.933,114.83,36.026,1761.1,290.83
6439.3,60.793,96.335,29.605,1717.2,283.68
6439.6,54.729,76.981,22.832,1569.5,265.1
6439.9,49.656,62.752,17.875,1396.8,245.69
6440.2,46.001,52.705,14.931,1256.9,226.01
6440.5,42.172,42.136,11.099,1119,201.87
6440.8,40.771,35.386,8.6775,1054.7,184.08
6441.1,42.186,32.462,8.1902,1085,177.14
6441.4,47.278,32.025,8.2134,1212.5,179.42
6441.7,54.042,34.196,9.3506,1402.6,190
6442,62.712,38.024,11.133,1642.5,207.4
6442.3,72.375,42.989,13.021,1921.6,225.15
6442.6,82.026,49.09,15.692,2178.7,245.39
6442.9,88.945,54.872,17.562,2285.9,258.83
6443.2,91.779,58.623,18.88,2280.1,262.9
6443.5,90.314,61.14,19.398,2076,258.13
6443.8,87.071,61.517,19.324,1884.1,250.34
6444.1,81.65,60.273,18.562,1615.5,239.86
6444.4,75.557,57.242,16.563,1389.9,232.45
6444.7,71.737,53.829,14.964,1264.3,233.77
6445,70.049,50.188,13.375,1216.3,244.32
6445.3,70.892,46.036,11.339,1207.7,266.8
6445.6,73.532,43.014,10.32,1228.2,290.79
6445.9,77.23,40.009,9.0302,1272.9,318.27
6446.2,79.719,38.308,8.6827,1236.5,333.43
6446.5,80.867,35.607,8.1533,1155.2,342.81
6446.8,79.513,34.179,8.5107,1116.3,335.11
6447.1,75.476,32.608,8.2516,1114.6,321.53
6447.4,69.447,31.15,8.7881,974.46,300.23
6447.7,63.643,29.918,9.301,934.84,281.15
6448,58.273,29.748,10.861,964.38,269.15
6448.3,54.371,30.518,13.537,1028.5,266.75
6448.6,51.672,32.254,17.479,1246,274.91
6448.9,50.886,35.64,23.696,1680,299.12
6449.2,51.633,39.181,30.034,2168.9,325.44
6449.5,54.329,43.715,37.644,2852.6,360.55
6449.8,56.501,45.921,41.587,3227.7,380.87
6450.1,61.31,49.619,47.664,3928,417.62
6450.4,65.761,50.716,49.861,4385.5,446.71
6450.7,68.053,50.198,49.065,4499.9,460.07
6451,69.575,48.191,45.781,4467.1,468.37
6451.3,69.63,43.527,38.484,4131.5,470.23
6451.6,67.763,39.364,31.691,3687.6,462.04
6451.9,64.371,35.241,24.682,3186.4,444.3
6452.2,58.749,30.722,17.252,2543.5,410.61
6452.5,53.792,28.343,12.991,2131.4,379.4
6452.8,46.35,25.642,8.5263,1646.4,327.88
6453.1,39.787,24.207,6.1939,1313.8,278.1
6453.4,31.878,22.853,4.5877,1098.2,215.43
6453.7,27.095,22.258,4.0748,1035.4,173.75
6454,23.612,21.315,3.7662,1041.5,140.03
6454.3,20.946,20.404,3.4062,1176,115.23
6454.6,19.665,19.583,3.541,1254.9,103.63
